               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  25,             0.04825,           0.0053142,           0.0077239,             0.97273,             0.19514,             0.36878,             0.18035,            0.041912,           0.0031969,            0.006507,            0.005248,            0.005248,            0.005248
                  26,            0.049936,           0.0067228,           0.0067853,             0.85914,             0.29233,             0.37837,             0.19375,            0.044359,           0.0030695,           0.0061589,             0.00505,             0.00505,             0.00505
                  27,            0.051909,           0.0058659,           0.0073413,             0.87458,             0.28944,             0.39107,             0.18907,            0.040534,           0.0031924,           0.0060488,            0.004852,            0.004852,            0.004852
                  28,            0.048348,           0.0050315,           0.0074599,             0.95251,             0.19777,             0.27361,             0.14883,            0.040912,            0.003035,           0.0057502,            0.004654,            0.004654,            0.004654
                  29,            0.046515,            0.005294,           0.0077506,             0.85541,             0.33721,             0.39786,             0.19769,            0.037684,           0.0030818,           0.0056172,            0.004456,            0.004456,            0.004456
                  30,            0.043199,           0.0051154,           0.0070508,             0.86151,             0.34993,              0.4231,             0.24823,            0.034691,           0.0031189,           0.0055739,            0.004258,            0.004258,            0.004258
                  31,            0.036288,           0.0051641,           0.0059014,             0.86857,             0.37811,              0.4207,               0.242,            0.035486,           0.0030237,            0.005408,             0.00406,             0.00406,             0.00406
                  32,            0.051599,           0.0055519,           0.0055992,             0.91065,             0.34195,             0.44801,             0.23269,            0.030278,           0.0031262,           0.0052865,            0.003862,            0.003862,            0.003862
                  33,            0.034639,           0.0047503,           0.0059824,             0.94145,             0.36236,             0.48577,             0.21744,            0.031724,           0.0030085,           0.0051453,            0.003664,            0.003664,            0.003664
                  34,            0.042456,            0.005398,           0.0053108,             0.86134,             0.38889,             0.44592,             0.22735,             0.02992,           0.0030251,            0.005032,            0.003466,            0.003466,            0.003466
                  35,            0.036709,           0.0052794,           0.0062112,             0.96979,             0.38685,             0.50505,             0.26929,            0.028146,           0.0030045,           0.0048501,            0.003268,            0.003268,            0.003268
                  36,              0.0457,            0.004885,           0.0054246,             0.97196,             0.34949,             0.51144,             0.28771,            0.028278,           0.0029547,            0.004769,             0.00307,             0.00307,             0.00307
                  37,            0.035908,           0.0047841,           0.0053193,             0.97279,             0.35987,             0.52433,             0.29392,            0.028612,           0.0028803,           0.0046519,            0.002872,            0.002872,            0.002872
                  38,            0.041003,           0.0050011,           0.0053614,             0.96007,             0.37778,             0.51692,             0.25034,            0.030169,            0.002795,           0.0046513,            0.002674,            0.002674,            0.002674
                  39,             0.03465,           0.0046607,           0.0054453,             0.87251,             0.44152,             0.54096,              0.2875,            0.028909,             0.00276,           0.0046047,            0.002476,            0.002476,            0.002476
                  40,            0.037946,           0.0048883,           0.0049525,             0.86984,             0.44703,             0.54267,             0.31421,            0.028316,           0.0027416,           0.0045663,            0.002278,            0.002278,            0.002278
                  41,            0.041808,           0.0057075,           0.0044974,             0.93121,             0.37778,             0.51324,             0.24273,             0.02714,           0.0027363,           0.0043514,             0.00208,             0.00208,             0.00208
                  42,            0.037761,           0.0045386,            0.005841,             0.89965,             0.43896,             0.55785,             0.30012,            0.026909,           0.0026724,           0.0042714,            0.001882,            0.001882,            0.001882
                  43,            0.033372,           0.0050529,           0.0049782,             0.89439,             0.43938,             0.55788,             0.30952,            0.024239,             0.00273,           0.0042718,            0.001684,            0.001684,            0.001684
                  44,             0.03658,           0.0045302,           0.0051249,             0.89311,             0.47332,             0.60002,             0.32942,            0.022946,           0.0027097,           0.0042144,            0.001486,            0.001486,            0.001486
                  45,            0.033869,           0.0049166,           0.0051867,             0.89516,             0.47836,             0.59776,             0.34295,            0.023785,           0.0026909,           0.0040939,            0.001288,            0.001288,            0.001288
                  46,            0.029549,            0.004233,           0.0050453,             0.90039,             0.47651,             0.60529,             0.37058,            0.022624,           0.0026922,           0.0039651,             0.00109,             0.00109,             0.00109
                  47,             0.03904,           0.0045026,           0.0059564,              0.8935,             0.48264,             0.60946,             0.36776,             0.02318,           0.0026749,           0.0039638,            0.000892,            0.000892,            0.000892
                  48,            0.031836,           0.0047118,           0.0045158,             0.86046,             0.49658,             0.61344,             0.36481,             0.02062,           0.0027168,           0.0039032,            0.000694,            0.000694,            0.000694
                  49,            0.030401,           0.0045335,           0.0047224,             0.87697,             0.49613,             0.61707,             0.36777,            0.020529,           0.0027125,           0.0038852,            0.000496,            0.000496,            0.000496
