               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  18,            0.046075,           0.0083523,           0.0065157,              0.2494,             0.30754,             0.21323,            0.084475,            0.074594,            0.011572,            0.032635,            0.006634,            0.006634,            0.006634
                  19,            0.050411,            0.008276,           0.0063855,             0.31974,             0.33831,             0.25038,             0.14606,            0.068632,            0.011292,            0.032242,            0.006436,            0.006436,            0.006436
                  20,            0.044388,           0.0080545,           0.0061082,             0.32227,             0.32929,             0.24832,              0.1466,            0.071635,            0.011808,            0.032054,            0.006238,            0.006238,            0.006238
                  21,            0.044579,           0.0079417,           0.0059399,              0.2717,             0.29779,             0.20246,             0.11509,            0.070859,            0.012316,            0.032042,             0.00604,             0.00604,             0.00604
                  22,            0.043756,           0.0078916,           0.0054897,             0.26759,             0.33138,             0.23738,            0.092635,            0.072793,            0.011863,            0.031919,            0.005842,            0.005842,            0.005842
                  23,            0.044442,           0.0076006,           0.0065322,             0.33018,             0.34655,             0.25403,             0.13821,            0.070219,            0.010703,            0.031893,            0.005644,            0.005644,            0.005644
                  24,            0.040113,           0.0074399,           0.0055303,             0.33514,             0.34649,             0.25339,             0.14619,            0.068992,            0.010142,             0.03213,            0.005446,            0.005446,            0.005446
                  25,            0.043202,           0.0071855,           0.0054313,             0.31948,             0.34675,             0.25253,             0.11888,            0.072497,            0.010537,            0.032204,            0.005248,            0.005248,            0.005248
                  26,            0.039582,           0.0076687,           0.0049613,             0.35328,             0.36297,             0.27506,             0.16283,            0.068209,            0.010083,            0.032041,             0.00505,             0.00505,             0.00505
                  27,            0.039234,           0.0074486,           0.0057921,             0.34463,             0.35803,             0.27134,             0.15586,            0.067399,           0.0094299,             0.03238,            0.004852,            0.004852,            0.004852
                  28,             0.03599,           0.0076807,           0.0047858,             0.28442,             0.33249,             0.24158,             0.13808,            0.072887,           0.0095991,            0.032372,            0.004654,            0.004654,            0.004654
                  29,            0.038006,             0.00744,           0.0052931,             0.34155,             0.36921,             0.27661,             0.17656,            0.068597,           0.0096343,            0.032714,            0.004456,            0.004456,            0.004456
                  30,            0.034676,           0.0069151,           0.0052865,             0.34083,             0.36175,              0.2738,             0.10093,            0.071274,           0.0093574,            0.033005,            0.004258,            0.004258,            0.004258
                  31,            0.035237,           0.0068855,            0.005209,             0.42333,             0.37219,             0.29919,             0.18016,            0.069143,                0.01,            0.032922,             0.00406,             0.00406,             0.00406
                  32,             0.03441,           0.0069217,           0.0048983,             0.40893,             0.38074,             0.30477,             0.19045,            0.067691,            0.010602,            0.033208,            0.003862,            0.003862,            0.003862
                  33,            0.036399,           0.0070661,           0.0047479,             0.41302,             0.39192,             0.30729,             0.15958,            0.068741,            0.011334,            0.033303,            0.003664,            0.003664,            0.003664
                  34,             0.03604,           0.0070054,           0.0053599,             0.41632,             0.40711,             0.31552,             0.18951,            0.067298,            0.012108,            0.033272,            0.003466,            0.003466,            0.003466
                  35,            0.032858,           0.0068471,            0.004503,             0.43906,              0.3728,             0.29721,             0.15399,            0.068715,            0.011172,            0.033869,            0.003268,            0.003268,            0.003268
                  36,            0.032062,           0.0068099,           0.0049631,             0.43486,              0.3695,             0.29379,             0.16796,            0.067483,            0.010455,            0.034154,             0.00307,             0.00307,             0.00307
                  37,            0.032702,           0.0068464,            0.004782,             0.44591,             0.37597,             0.30754,             0.18173,            0.066196,            0.010461,            0.034057,            0.002872,            0.002872,            0.002872
                  38,            0.029337,           0.0063181,           0.0044673,             0.40657,             0.39315,             0.31383,             0.17097,            0.067611,            0.010894,            0.033763,            0.002674,            0.002674,            0.002674
                  39,            0.028148,           0.0064184,           0.0042779,             0.45043,             0.38843,             0.32293,              0.1773,            0.069199,            0.011262,            0.033787,            0.002476,            0.002476,            0.002476
                  40,            0.029831,           0.0065663,           0.0044387,             0.43424,             0.39185,             0.31694,             0.20339,            0.066616,            0.011126,            0.033894,            0.002278,            0.002278,            0.002278
                  41,            0.029017,           0.0063603,           0.0040826,             0.43523,             0.40103,             0.32223,             0.19927,            0.066513,            0.010732,            0.033919,             0.00208,             0.00208,             0.00208
                  42,             0.03074,            0.006524,           0.0041672,             0.42569,             0.41065,             0.32312,             0.19722,            0.066464,            0.010278,            0.034092,            0.001882,            0.001882,            0.001882
                  43,            0.028033,           0.0064214,           0.0048135,             0.43372,              0.4064,             0.33127,             0.20435,            0.066765,            0.010189,            0.034056,            0.001684,            0.001684,            0.001684
                  44,            0.025997,           0.0062784,           0.0037482,              0.4602,             0.38677,             0.32247,             0.19742,            0.066973,            0.010428,            0.034418,            0.001486,            0.001486,            0.001486
                  45,            0.028179,           0.0063846,           0.0041384,              0.4639,             0.38032,              0.3136,             0.20112,            0.066985,            0.010495,            0.034693,            0.001288,            0.001288,            0.001288
                  46,            0.027101,           0.0063041,           0.0043383,             0.45928,             0.38541,             0.32067,             0.20264,            0.066868,            0.010643,             0.03456,             0.00109,             0.00109,             0.00109
                  47,            0.023979,           0.0063556,            0.003934,             0.45177,             0.38677,             0.32309,             0.20414,             0.06647,            0.010861,            0.034567,            0.000892,            0.000892,            0.000892
                  48,             0.02539,           0.0062051,           0.0042826,             0.44366,             0.39422,             0.32871,             0.20433,            0.066704,            0.010832,            0.034825,            0.000694,            0.000694,            0.000694
                  49,            0.026001,           0.0061686,            0.004372,             0.43475,             0.39924,             0.33145,             0.20754,            0.066508,            0.010759,            0.034845,            0.000496,            0.000496,            0.000496
