               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  19,            0.037166,           0.0093279,           0.0048576,              0.6089,             0.77548,             0.56998,             0.34816,            0.054544,           0.0076472,            0.016454,            0.006436,            0.006436,            0.006436
                  20,            0.035564,            0.009197,           0.0047493,              0.5446,             0.74877,             0.51715,             0.26626,            0.054143,           0.0077412,            0.016403,            0.006238,            0.006238,            0.006238
                  21,            0.034913,           0.0091391,            0.005056,             0.67364,             0.80648,             0.59183,             0.42418,            0.049901,           0.0074226,            0.016385,             0.00604,             0.00604,             0.00604
                  22,            0.033674,           0.0088612,           0.0048571,             0.61056,             0.78927,             0.57657,             0.39722,            0.051449,           0.0075484,             0.01637,            0.005842,            0.005842,            0.005842
                  23,            0.034102,           0.0089792,           0.0046766,              0.6755,             0.81646,             0.59225,             0.35661,            0.047599,            0.007456,             0.01639,            0.005644,            0.005644,            0.005644
                  24,            0.032576,           0.0087796,           0.0046506,             0.67204,             0.81648,             0.59236,             0.37976,            0.048222,           0.0075688,            0.016552,            0.005446,            0.005446,            0.005446
                  25,            0.030958,           0.0085169,           0.0041419,             0.67598,             0.81989,             0.59441,             0.38998,            0.045796,           0.0074847,            0.016382,            0.005248,            0.005248,            0.005248
                  26,            0.030582,           0.0088228,           0.0040464,              0.6686,             0.81447,             0.59246,             0.33784,            0.049827,           0.0075431,            0.016405,             0.00505,             0.00505,             0.00505
                  27,            0.030053,           0.0083218,           0.0039549,             0.67299,              0.8203,              0.5965,               0.397,            0.047579,           0.0073109,            0.016237,            0.004852,            0.004852,            0.004852
                  28,            0.030956,           0.0080668,           0.0041471,             0.67207,             0.82136,             0.59661,             0.43859,            0.045733,            0.007406,            0.016222,            0.004654,            0.004654,            0.004654
                  29,            0.028155,           0.0086457,            0.004554,             0.67383,             0.82247,             0.59746,              0.3864,             0.04493,           0.0073827,            0.016166,            0.004456,            0.004456,            0.004456
                  30,            0.026322,           0.0086225,           0.0040638,              0.6716,             0.82258,             0.59594,              0.4118,             0.04559,           0.0074683,            0.015988,            0.004258,            0.004258,            0.004258
                  31,             0.02674,           0.0075856,           0.0035753,             0.67311,              0.8231,             0.59933,             0.44378,            0.045782,           0.0074075,            0.016045,             0.00406,             0.00406,             0.00406
                  32,             0.02642,           0.0077991,           0.0039803,             0.67581,             0.82228,             0.59769,             0.41269,             0.04484,           0.0075148,            0.016126,            0.003862,            0.003862,            0.003862
                  33,            0.025526,           0.0079677,           0.0036846,             0.67447,             0.82286,             0.59546,             0.44724,            0.042884,           0.0075345,            0.016077,            0.003664,            0.003664,            0.003664
                  34,            0.023353,           0.0078961,           0.0031524,             0.67586,             0.82265,             0.59635,              0.4172,            0.042917,           0.0075521,            0.015789,            0.003466,            0.003466,            0.003466
                  35,            0.023552,           0.0077829,           0.0035596,             0.67353,             0.82143,              0.5941,              0.4714,               0.041,           0.0074935,            0.015755,            0.003268,            0.003268,            0.003268
                  36,            0.021808,           0.0073772,           0.0031349,             0.67429,             0.82622,             0.59701,             0.39505,             0.04437,           0.0076686,            0.015743,             0.00307,             0.00307,             0.00307
                  37,            0.023078,           0.0071275,           0.0032267,             0.67376,             0.82368,             0.59646,              0.4428,            0.043086,           0.0076178,            0.015832,            0.002872,            0.002872,            0.002872
                  38,            0.022465,           0.0073703,           0.0035259,             0.67266,             0.82563,             0.59811,             0.48552,            0.041048,           0.0074157,            0.015819,            0.002674,            0.002674,            0.002674
                  39,            0.020411,           0.0073317,           0.0032083,              0.6735,             0.82572,             0.59863,             0.47559,            0.041357,           0.0075445,             0.01576,            0.002476,            0.002476,            0.002476
                  40,            0.021224,            0.007232,           0.0031373,             0.67525,             0.82376,             0.59846,              0.4585,            0.041832,           0.0076226,            0.015819,            0.002278,            0.002278,            0.002278
                  41,            0.019896,           0.0072238,           0.0032149,             0.67131,             0.82742,             0.59791,             0.46956,            0.039918,           0.0076332,            0.015853,             0.00208,             0.00208,             0.00208
                  42,            0.019703,           0.0075186,           0.0031463,             0.67477,             0.82376,             0.59754,             0.49131,            0.039603,           0.0075861,            0.015861,            0.001882,            0.001882,            0.001882
                  43,            0.018927,           0.0074695,           0.0031111,             0.67638,              0.8231,             0.60078,             0.49504,            0.039322,           0.0075322,            0.015936,            0.001684,            0.001684,            0.001684
                  44,            0.018361,           0.0073421,           0.0029906,              0.6756,             0.82355,             0.59961,             0.49181,            0.039146,           0.0075517,            0.015919,            0.001486,            0.001486,            0.001486
                  45,            0.018117,           0.0066535,           0.0031267,             0.67551,             0.82412,             0.59772,             0.49213,            0.038655,           0.0075797,            0.016007,            0.001288,            0.001288,            0.001288
                  46,            0.017944,           0.0070554,           0.0031982,             0.67529,               0.823,              0.5996,              0.4941,            0.038606,           0.0076486,            0.016069,             0.00109,             0.00109,             0.00109
                  47,            0.017384,           0.0067279,           0.0031408,             0.67475,             0.82371,             0.60117,             0.49459,            0.038225,           0.0076746,            0.016052,            0.000892,            0.000892,            0.000892
                  48,            0.016117,           0.0069173,           0.0026173,             0.67319,             0.82232,             0.60159,             0.49641,            0.039394,           0.0076837,            0.015956,            0.000694,            0.000694,            0.000694
                  49,            0.016337,           0.0068193,           0.0028799,             0.67426,             0.82278,             0.60246,             0.49972,            0.037494,           0.0077493,            0.015914,            0.000496,            0.000496,            0.000496
