               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  13,            0.040623,           0.0045806,           0.0037664,             0.58202,             0.51285,             0.47746,             0.15935,            0.032168,           0.0030124,           0.0022215,            0.007624,            0.007624,            0.007624
                  14,            0.039287,           0.0046306,           0.0037616,             0.79578,             0.55085,              0.7269,             0.32409,            0.029205,           0.0030241,           0.0020567,            0.007426,            0.007426,            0.007426
                  15,            0.037686,           0.0045047,           0.0036616,             0.73629,             0.60654,              0.7136,             0.28344,            0.037769,           0.0026624,           0.0021176,            0.007228,            0.007228,            0.007228
                  16,            0.038796,           0.0043569,           0.0037524,             0.77185,             0.65715,             0.73568,             0.31116,            0.028611,           0.0028138,           0.0019665,             0.00703,             0.00703,             0.00703
                  17,            0.034314,           0.0040715,           0.0029569,             0.89762,             0.69239,             0.77398,             0.31253,            0.027948,           0.0027756,           0.0021042,            0.006832,            0.006832,            0.006832
                  18,            0.034228,            0.004547,             0.00333,             0.82347,             0.66717,             0.69306,             0.32051,            0.025369,           0.0027727,           0.0021659,            0.006634,            0.006634,            0.006634
                  19,            0.034699,           0.0042642,            0.003346,             0.78074,             0.64857,             0.60852,             0.32284,            0.030483,           0.0026071,           0.0021053,            0.006436,            0.006436,            0.006436
                  20,            0.031077,           0.0039807,           0.0029842,             0.90752,             0.74586,             0.76943,             0.38067,            0.024172,           0.0028427,           0.0019132,            0.006238,            0.006238,            0.006238
                  21,            0.029093,           0.0041361,           0.0028603,             0.87759,             0.76637,             0.77406,             0.38315,            0.022634,           0.0027487,            0.001845,             0.00604,             0.00604,             0.00604
                  22,            0.032657,           0.0039234,           0.0030185,             0.80377,             0.63522,             0.63542,             0.35957,            0.028132,           0.0024731,           0.0016614,            0.005842,            0.005842,            0.005842
                  23,            0.032959,           0.0036423,            0.002696,             0.79683,             0.72779,             0.67043,             0.31727,            0.023687,           0.0024777,           0.0018328,            0.005644,            0.005644,            0.005644
                  24,             0.02782,           0.0036614,           0.0029885,             0.92354,             0.77244,              0.7637,              0.3775,            0.021727,           0.0024441,           0.0017544,            0.005446,            0.005446,            0.005446
                  25,            0.027757,           0.0036717,           0.0025288,             0.95707,             0.78586,             0.78537,              0.3945,               0.019,           0.0025084,           0.0016995,            0.005248,            0.005248,            0.005248
                  26,            0.027082,           0.0036547,           0.0024428,             0.96001,             0.79476,             0.79235,             0.46815,            0.023908,           0.0023048,           0.0016592,             0.00505,             0.00505,             0.00505
                  27,             0.02889,           0.0036428,           0.0025054,             0.97379,             0.79733,             0.79371,             0.46079,            0.019444,           0.0023138,           0.0015953,            0.004852,            0.004852,            0.004852
                  28,             0.02709,           0.0034914,           0.0025749,             0.97412,             0.79077,             0.78989,             0.48279,            0.019383,           0.0023101,           0.0015927,            0.004654,            0.004654,            0.004654
                  29,            0.025583,            0.003662,            0.002264,             0.96418,             0.79347,             0.78886,             0.42518,            0.018795,           0.0022317,           0.0014084,            0.004456,            0.004456,            0.004456
                  30,             0.02564,           0.0036229,           0.0022912,             0.96491,             0.79672,             0.79006,             0.46254,            0.018616,           0.0021923,           0.0013501,            0.004258,            0.004258,            0.004258
                  31,            0.025476,           0.0033448,           0.0022578,             0.96443,             0.78357,              0.7879,             0.44689,            0.017845,            0.002134,           0.0012775,             0.00406,             0.00406,             0.00406
                  32,            0.022051,           0.0032684,           0.0023074,             0.95764,             0.79306,             0.78778,             0.49649,            0.016576,           0.0021234,           0.0012482,            0.003862,            0.003862,            0.003862
                  33,            0.021782,           0.0031178,           0.0019774,             0.96797,                 0.8,             0.79192,              0.5061,            0.017576,           0.0021069,           0.0011465,            0.003664,            0.003664,            0.003664
                  34,            0.021917,           0.0032916,           0.0018105,             0.96526,                 0.8,             0.79128,             0.49511,            0.014823,           0.0021577,           0.0010498,            0.003466,            0.003466,            0.003466
                  35,            0.020181,           0.0033584,           0.0020515,             0.96427,              0.7942,              0.7884,             0.47109,            0.015205,           0.0021221,            0.001043,            0.003268,            0.003268,            0.003268
                  36,            0.021821,            0.003257,           0.0017488,             0.95965,              0.7942,             0.78913,             0.51166,            0.015035,           0.0021114,          0.00099262,             0.00307,             0.00307,             0.00307
                  37,            0.020836,           0.0032321,            0.001943,             0.97034,                 0.8,             0.79499,             0.53066,            0.014099,           0.0020504,          0.00087138,            0.002872,            0.002872,            0.002872
                  38,            0.018891,           0.0031655,           0.0012359,             0.97162,                 0.8,             0.79442,             0.54556,            0.014364,           0.0020066,          0.00084224,            0.002674,            0.002674,            0.002674
                  39,            0.020675,            0.003072,           0.0014004,             0.97997,                 0.8,             0.79536,             0.55127,            0.014293,           0.0019874,          0.00084122,            0.002476,            0.002476,            0.002476
                  40,            0.018303,           0.0029744,           0.0017249,             0.98689,                 0.8,             0.79589,             0.57741,            0.013927,             0.00196,          0.00083454,            0.002278,            0.002278,            0.002278
                  41,            0.017947,           0.0031045,           0.0014122,             0.98333,                 0.8,             0.79568,              0.5523,              0.0128,           0.0019867,          0.00080886,             0.00208,             0.00208,             0.00208
                  42,            0.018013,           0.0033027,           0.0014501,             0.97768,              0.7927,             0.79557,             0.60916,             0.01161,           0.0019557,          0.00077641,            0.001882,            0.001882,            0.001882
                  43,            0.016343,           0.0029968,           0.0015312,             0.97539,             0.79481,             0.79562,             0.56917,            0.011533,           0.0019537,          0.00075118,            0.001684,            0.001684,            0.001684
                  44,            0.016828,           0.0030502,           0.0014309,             0.97672,             0.79108,             0.79594,              0.5576,            0.011434,           0.0019574,          0.00071917,            0.001486,            0.001486,            0.001486
                  45,            0.017565,           0.0035148,           0.0014999,             0.98662,             0.78962,               0.796,             0.59509,            0.011774,           0.0019159,           0.0006808,            0.001288,            0.001288,            0.001288
                  46,            0.016243,           0.0030778,            0.001362,             0.98099,             0.79004,             0.79591,             0.57549,            0.011276,            0.001941,          0.00067028,             0.00109,             0.00109,             0.00109
                  47,            0.015062,           0.0029351,           0.0011647,              0.9871,             0.79065,               0.796,             0.59455,            0.010403,           0.0019072,            0.000659,            0.000892,            0.000892,            0.000892
                  48,            0.015157,           0.0029324,           0.0011884,             0.97589,             0.79085,             0.79594,             0.61432,           0.0097582,           0.0019072,          0.00064562,            0.000694,            0.000694,            0.000694
                  49,            0.013777,           0.0029653,           0.0010462,             0.97418,             0.79068,             0.79589,             0.60775,           0.0098321,           0.0019007,          0.00063304,            0.000496,            0.000496,            0.000496
